# host=127.0.0.1
# port=8080
# clients=100
# requestsPerClient=20
# warmupDiscarded=20
# elapsedSec=11.189765
# throughput=178.734763
# p50Ms=558
# p95Ms=575
timestamp_ms,client_id,req_index,global_req_no,latency_ms,ok
1771319124944,84,0,85,609,true
1771319124945,27,0,28,613,true
1771319124945,81,0,82,611,true
1771319124948,28,0,29,616,true
1771319124950,42,0,43,618,true
1771319124951,12,1,107,556,true
1771319124952,82,0,83,616,true
1771319124952,33,1,103,557,true
1771319124967,78,1,101,574,true
1771319124967,53,1,105,575,true
1771319124967,92,1,102,575,true
1771319124967,93,1,104,575,true
1771319124967,14,1,106,575,true
1771319124967,67,1,112,575,true
1771319124967,85,1,110,575,true
1771319124967,19,1,111,576,true
1771319124967,98,1,108,576,true
1771319124967,99,1,109,576,true
1771319125030,25,1,117,570,true
1771319125030,34,1,114,570,true
1771319125048,36,1,116,587,true
1771319125049,16,1,115,588,true
1771319125066,72,1,119,605,true
1771319125066,29,1,118,605,true
1771319125066,35,1,122,605,true
1771319125066,55,1,121,605,true
1771319125066,59,1,113,607,true
1771319125066,70,1,120,606,true
1771319125081,71,1,130,616,true
1771319125081,17,1,131,616,true
1771319125081,57,1,127,617,true
1771319125081,56,1,129,617,true
1771319125081,5,1,124,618,true
1771319125083,74,1,126,619,true
1771319125083,54,1,123,621,true
1771319125083,73,1,125,619,true
1771319125083,75,1,128,619,true
1771319125083,18,1,132,618,true
1771319125145,77,1,134,550,true
1771319125145,22,1,133,552,true
1771319125161,89,1,136,560,true
1771319125161,24,1,135,563,true
1771319125177,90,1,140,574,true
1771319125177,10,1,139,574,true
1771319125177,58,1,142,573,true
1771319125177,76,1,141,574,true
1771319125177,69,1,138,576,true
1771319125177,32,1,137,577,true
1771319125192,51,1,143,587,true
1771319125192,8,1,145,580,true
1771319125192,66,1,144,581,true
1771319125192,43,1,148,573,true
1771319125192,31,1,149,572,true
1771319125193,61,1,150,572,true
1771319125193,2,1,147,573,true
1771319125193,49,1,151,573,true
1771319125193,40,1,152,572,true
1771319125193,60,1,146,575,true
1771319125256,46,1,153,548,true
1771319125256,3,1,154,549,true
1771319125272,23,1,158,548,true
1771319125272,15,1,156,548,true
1771319125288,48,1,162,563,true
1771319125288,50,1,161,563,true
1771319125288,68,1,160,564,true
1771319125288,0,1,159,564,true
1771319125291,21,1,155,566,true
1771319125291,37,1,157,566,true
1771319125304,79,1,171,560,true
1771319125304,9,1,172,560,true
1771319125304,4,1,163,579,true
1771319125304,39,1,164,579,true
1771319125304,13,1,165,579,true
1771319125304,62,1,166,579,true
1771319125304,65,1,167,579,true
1771319125304,26,1,168,578,true
1771319125304,44,1,169,561,true
1771319125304,7,1,170,561,true
1771319125367,11,1,173,545,true
1771319125367,63,1,174,545,true
1771319125383,41,1,178,546,true
1771319125383,30,1,175,546,true
1771319125400,88,1,177,561,true
1771319125400,38,1,181,561,true
1771319125400,95,1,180,561,true
1771319125400,52,1,179,562,true
1771319125400,1,1,176,562,true
1771319125400,80,1,182,562,true
1771319125415,94,1,192,556,true
1771319125415,91,1,191,557,true
1771319125415,64,1,190,557,true
1771319125415,45,1,188,557,true
1771319125415,6,1,187,573,true
1771319125415,96,1,189,557,true
1771319125415,20,1,185,574,true
1771319125415,86,1,186,574,true
1771319125415,87,1,184,576,true
1771319125415,47,1,183,576,true
1771319125479,97,1,193,553,true
1771319125479,83,1,194,551,true
1771319125496,84,1,195,551,true
1771319125496,27,1,196,550,true
1771319125512,12,2,200,561,true
1771319125512,33,2,202,560,true
1771319125512,42,1,199,561,true
1771319125512,81,1,197,567,true
1771319125512,82,1,201,562,true
1771319125514,28,1,198,564,true
1771319125528,98,2,211,557,true
1771319125529,99,2,212,557,true
1771319125529,19,2,210,557,true
1771319125529,85,2,209,558,true
1771319125531,93,2,206,560,true
1771319125531,67,2,208,560,true
1771319125531,92,2,205,561,true
1771319125531,53,2,204,561,true
1771319125531,78,2,203,562,true
1771319125531,14,2,207,561,true
1771319125592,34,2,214,561,true
1771319125592,25,2,213,561,true
1771319125608,16,2,216,559,true
1771319125608,36,2,215,560,true
1771319125624,72,2,217,558,true
1771319125624,29,2,218,560,true
1771319125624,35,2,219,560,true
1771319125624,55,2,220,560,true
1771319125624,59,2,221,560,true
1771319125624,70,2,222,561,true
1771319125640,57,2,225,558,true
1771319125641,71,2,223,559,true
1771319125641,17,2,224,559,true
1771319125641,5,2,227,558,true
1771319125641,56,2,226,559,true
1771319125641,74,2,228,557,true
1771319125642,54,2,229,557,true
1771319125642,75,2,231,558,true
1771319125642,73,2,230,558,true
1771319125642,18,2,232,557,true
1771319125705,22,2,234,560,true
1771319125706,77,2,233,560,true
1771319125721,89,2,235,560,true
1771319125721,24,2,236,560,true
1771319125738,58,2,239,560,true
1771319125738,76,2,240,560,true
1771319125738,69,2,241,559,true
1771319125738,90,2,237,560,true
1771319125738,32,2,242,560,true
1771319125738,10,2,238,562,true
1771319125753,60,2,252,558,true
1771319125753,40,2,251,558,true
1771319125753,8,2,244,560,true
1771319125753,51,2,243,560,true
1771319125753,66,2,245,560,true
1771319125753,61,2,248,560,true
1771319125753,2,2,249,560,true
1771319125753,43,2,246,560,true
1771319125753,49,2,250,559,true
1771319125753,31,2,247,560,true
1771319125816,3,2,254,559,true
1771319125816,46,2,253,559,true
1771319125832,15,2,256,559,true
1771319125832,23,2,255,560,true
1771319125848,48,2,257,560,true
1771319125848,21,2,261,558,true
1771319125848,68,2,259,560,true
1771319125848,50,2,258,560,true
1771319125848,37,2,262,558,true
1771319125848,0,2,260,560,true
1771319125864,44,2,271,558,true
1771319125864,26,2,270,558,true
1771319125864,13,2,267,559,true
1771319125864,7,2,272,558,true
1771319125864,62,2,268,559,true
1771319125864,65,2,269,559,true
1771319125864,39,2,266,559,true
1771319125864,9,2,264,560,true
1771319125864,79,2,263,560,true
1771319125867,4,2,265,561,true
1771319125928,63,2,274,561,true
1771319125928,11,2,273,561,true
1771319125944,41,2,275,560,true
1771319125944,30,2,276,560,true
1771319125960,52,2,280,560,true
1771319125960,80,2,282,559,true
1771319125960,95,2,279,561,true
1771319125960,1,2,281,560,true
1771319125960,38,2,278,561,true
1771319125960,88,2,277,561,true
1771319125976,64,2,285,560,true
1771319125976,91,2,284,560,true
1771319125976,6,2,287,560,true
1771319125976,96,2,288,560,true
1771319125976,20,2,289,560,true
1771319125976,94,2,283,561,true
1771319125976,86,2,290,561,true
1771319125976,45,2,286,561,true
1771319125976,87,2,291,561,true
1771319125976,47,2,292,561,true
1771319126039,83,2,294,559,true
1771319126039,97,2,293,559,true
1771319126055,84,2,295,558,true
1771319126055,27,2,296,558,true
1771319126071,28,2,302,557,true
1771319126071,42,2,299,558,true
1771319126071,82,2,301,557,true
1771319126071,81,2,300,557,true
1771319126071,33,3,298,559,true
1771319126071,12,3,297,559,true
1771319126087,99,3,304,558,true
1771319126087,85,3,306,557,true
1771319126087,67,3,308,556,true
1771319126087,19,3,305,558,true
1771319126087,98,3,303,559,true
1771319126087,93,3,307,557,true
1771319126088,53,3,310,557,true
1771319126088,92,3,309,557,true
1771319126089,78,3,311,557,true
1771319126089,14,3,312,557,true
1771319126153,34,3,313,560,true
1771319126153,25,3,314,560,true
1771319126169,16,3,315,560,true
1771319126169,36,3,316,560,true
1771319126185,59,3,321,556,true
1771319126186,72,3,317,560,true
1771319126186,29,3,318,559,true
1771319126186,35,3,319,558,true
1771319126186,55,3,320,558,true
1771319126186,70,3,322,556,true
1771319126201,57,3,323,560,true
1771319126201,73,3,331,558,true
1771319126201,18,3,332,558,true
1771319126201,71,3,324,560,true
1771319126201,17,3,325,560,true
1771319126201,5,3,326,560,true
1771319126201,56,3,327,560,true
1771319126201,74,3,328,560,true
1771319126202,54,3,329,560,true
1771319126202,75,3,330,560,true
1771319126265,22,3,333,560,true
1771319126265,77,3,334,560,true
1771319126281,24,3,336,560,true
1771319126281,89,3,335,560,true
1771319126298,10,3,342,558,true
1771319126298,76,3,338,560,true
1771319126298,32,3,341,559,true
1771319126298,58,3,337,560,true
1771319126298,69,3,339,561,true
1771319126298,90,3,340,561,true
1771319126314,8,3,345,560,true
1771319126314,51,3,346,560,true
1771319126314,40,3,344,561,true
1771319126314,60,3,343,561,true
1771319126314,66,3,347,561,true
1771319126314,61,3,348,561,true
1771319126314,43,3,350,562,true
1771319126314,49,3,351,562,true
1771319126316,2,3,349,562,true
1771319126316,31,3,352,562,true
1771319126379,46,3,354,561,true
1771319126379,3,3,353,561,true
1771319126395,23,3,356,562,true
1771319126397,15,3,355,563,true
1771319126411,0,3,362,560,true
1771319126411,50,3,360,560,true
1771319126411,68,3,359,560,true
1771319126411,37,3,361,561,true
1771319126411,21,3,358,561,true
1771319126412,48,3,357,562,true
1771319126426,44,3,363,561,true
1771319126426,26,3,364,562,true
1771319126426,62,3,367,562,true
1771319126442,13,3,365,577,true
1771319126442,9,3,370,577,true
1771319126442,79,3,371,576,true
1771319126442,4,3,372,576,true
1771319126442,39,3,369,578,true
1771319126442,65,3,368,578,true
1771319126442,7,3,366,578,true
1771319126490,63,3,373,560,true
1771319126490,11,3,374,560,true
1771319126506,30,3,376,561,true
1771319126506,41,3,375,561,true
1771319126522,88,3,382,560,true
1771319126522,1,3,380,560,true
1771319126522,38,3,381,560,true
1771319126522,95,3,379,560,true
1771319126522,52,3,377,561,true
1771319126522,80,3,378,561,true
1771319126538,96,3,386,561,true
1771319126538,6,3,385,562,true
1771319126538,91,3,384,562,true
1771319126554,45,3,390,577,true
1771319126554,20,3,387,578,true
1771319126554,64,3,383,578,true
1771319126554,94,3,388,577,true
1771319126554,87,3,391,577,true
1771319126554,47,3,392,577,true
1771319126554,86,3,389,577,true
1771319126602,97,3,394,564,true
1771319126602,83,3,393,564,true
1771319126620,84,3,395,564,true
1771319126620,27,3,396,565,true
1771319126635,33,4,401,563,true
1771319126635,12,4,402,563,true
